student_id,age,gender,academic_level,country,avg_daily_usage_hours,most_used_platform,affects_academic_performance,sleep_hours_per_night,mental_health_score,relationship_status,conflicts_over_social_media,addicted_score
967,21,0,1,61,5,1,0,8,9,2,0,2
968,18,1,1,61,5,7,0,8,8,2,0,1
969,22,1,3,61,6,6,1,3,7,1,0,4
970,21,0,3,61,4,6,0,4,10,2,0,9
971,21,0,3,61,5,6,1,8,8,1,0,9
972,25,0,3,61,2,6,0,6,8,1,0,2
973,21,0,3,61,6,6,1,6,8,2,0,2
974,21,1,3,61,3,6,0,8,10,1,0,2
975,21,0,3,61,2,1,0,8,10,1,0,5
976,22,0,3,61,4,6,1,12,8,2,0,5
977,20,0,3,61,8,11,0,6,10,2,0,7
978,21,1,3,61,6,6,0,9,10,1,0,10
979,21,0,3,61,15,1,0,5,10,2,0,3
980,21,0,3,61,6,6,0,6,10,2,0,1
981,19,1,1,61,5,11,0,8,10,2,0,4
982,22,0,3,61,10,1,1,6,9,1,0,3
983,20,0,1,61,2,6,0,10,9,2,0,5
984,22,1,3,61,6,6,1,6,9,2,0,7
985,19,0,3,61,4,1,0,4.5,9,2,0,7
986,22,0,3,61,6,0,0,9,10,1,0,6
987,18,1,0,61,12,11,0,8,8,1,0,7
988,20,0,3,61,6,1,1,8,10,2,0,10
989,20,0,1,61,8,6,0,8,10,1,0,10
990,22,1,3,61,6,6,1,7,8,1,0,1
991,19,0,3,61,3,6,0,6,8,2,0,7
992,19,0,3,61,4,1,0,4,7,1,0,5
993,20,1,3,61,9,6,1,6,9,1,0,10
994,20,1,1,61,8,1,1,6,9,2,0,6
995,19,0,3,61,4,1,0,4,10,1,0,3
996,18,1,1,61,4,1,1,4,9,2,0,3
997,21,0,3,61,6,6,0,8,8,2,0,7
998,22,0,3,61,8,6,1,8,7,2,0,2
999,21,0,3,61,10,6,0,8,10,2,0,5
1000,24,0,3,61,8,6,0,9,8,2,0,3
1001,49,1,1,61,2,0,0,7,8,1,0,10
1002,18,0,3,61,18,7,0,7,8,2,0,4
1003,19,0,3,61,6,6,0,9,10,2,0,9
1004,20,1,3,61,5,1,0,8,10,2,0,9
1005,21,0,3,61,6,6,0,8,8,1,0,2
1006,20,0,3,61,10,11,1,6,10,1,0,2
1007,23,1,3,61,6,1,0,8,10,2,0,4
1008,23,0,3,61,24,11,0,12,10,2,0,3
1009,20,0,3,61,5,1,0,7,10,2,0,3
1010,21,0,3,61,8,11,0,8,10,1,0,9
1011,21,1,3,61,8,6,0,7,9,2,0,5
1012,20,0,3,61,2,6,0,7,9,2,0,6
1013,22,1,3,61,8,6,0,9,9,2,0,1
1014,20,1,3,61,2,6,0,6,9,2,0,4
1015,20,1,3,61,2,0,0,7,10,1,0,2
1016,20,1,3,61,4,6,0,7,8,2,0,3
1017,20,0,3,61,20,6,1,4,10,1,0,10
1018,23,1,3,61,5,0,0,6,10,2,0,2
1019,21,1,3,61,4,6,1,7,8,2,0,1
1020,21,1,3,61,3,0,0,7,8,1,0,4
1021,21,1,3,61,2,6,1,5,7,1,0,9
1022,21,1,3,61,4,6,0,8,9,2,0,9
1023,27,0,3,61,6,1,0,7,9,1,0,2
1024,21,0,3,61,5,6,0,6,10,1,0,2
1025,24,1,3,61,10,6,0,8,9,2,0,2
1026,21,1,3,61,5,6,0,4,8,1,0,9
1027,21,1,3,61,8,1,0,8,7,2,0,2
1028,21,0,3,61,4,6,0,9,10,2,0,2
1029,20,1,3,61,6,0,0,3,8,2,0,4
1030,20,0,3,61,3,6,0,5,8,2,0,3
1031,27,1,3,61,4,6,0,10,8,1,0,3
1032,22,1,3,61,5,11,0,6,10,1,0,9
1033,22,1,3,61,6,11,0,7,10,1,0,5
1034,21,0,3,61,5,6,1,7,8,2,0,6
1035,24,0,3,61,5,11,0,8,10,1,0,1
1036,20,1,1,61,4,6,0,6,10,2,0,4
1037,21,0,3,61,8,6,1,8,10,1,0,2
1038,20,0,3,61,2,6,0,8,10,1,0,3
1039,21,0,3,61,6,6,1,6,10,1,0,10
1040,20,1,3,61,6,6,0,8,9,2,0,2
1041,21,0,3,61,5,6,0,8,9,2,0,1
1042,28,1,3,61,6,11,0,8,9,1,0,4
1043,22,0,3,61,18,6,0,3,10,1,0,9
1044,23,1,3,61,8,6,1,4,10,2,0,9
1045,23,0,3,61,5,1,0,8,10,1,0,2
1046,23,0,3,61,10,6,0,6,10,1,0,2
1047,19,0,1,61,4,11,0,8,10,1,0,2
1048,22,1,1,61,8,6,1,5,9,1,0,5
1049,23,1,3,61,5,11,0,8,9,1,0,5
1050,21,1,3,61,24,6,1,7,9,1,0,7
1051,16,1,1,61,3,6,0,8,8,2,0,8
1052,20,1,2,61,3,1,1,6,8.520886231,2,2,2.3
1053,20,0,2,61,3,7,0,7,8.706805078,2,1,2.1
1054,20,0,2,61,3,6,1,7,8.706805078,2,1,2.1
1055,20,0,2,61,3,11,0,7,8.706805078,2,1,2.1
1056,21,0,2,61,5,0,1,4,9.463812832,2,0,2.5
1057,21,0,2,61,0.5,1,1,4,8.292442679,2,0,1
1058,22,1,2,61,5,4,0,6,8.826481813,2,1,2.8
1059,22,1,2,61,3,5,1,6,8.611279475,2,1,2.3
1060,22,1,2,61,5,6,0,6,8.954062444,2,1,2.6
1061,20,1,2,61,7,1,0,6,8.486830169,2,2,3.5
1062,25,1,2,61,7,5,1,7,7.957455101,2,4,3.8
1063,24,1,2,61,3,6,1,6,8.520886231,2,2,2.3
1064,32,0,2,61,5,4,0,7,8.946155129,2,1,2.5
1065,18,0,2,61,7,1,1,8,8.367958921,2,1,3.5
1066,18,1,2,61,3,11,0,5,8.913335152,2,0,2
1067,21,1,2,61,3,6,1,7,8.633353816,2,0,2.4
1068,18,0,2,61,5,4,0,7,8.510207379,2,3,2.9
1069,18,0,2,61,7,1,1,8,8.367958921,2,1,3.5
1070,18,0,2,61,5,0,0,4,9.336232201,2,0,2.7
1071,19,0,2,61,5,5,1,8,8.873068607,2,0,2.7
1072,20,1,2,61,5,6,1,5,9.018826192,2,1,2.7
1073,21,0,2,61,5,4,0,7,8.473019992,2,2,3.1
1074,21,1,2,61,3,1,1,7,8.761419913,2,1,2
1075,22,1,2,61,5,6,1,9,9.392859322,2,0,2.3
1076,21,1,2,61,3,0,0,5,9.350253833,2,0,1.2
1077,80,2,2,61,9,1,1,9,7.898875557,2,4,4.7
1078,79,2,2,61,9,11,0,9,7.79422541,2,4,4.5
1079,23,0,2,61,5,6,1,4,9.400022517,2,0,2.6
1080,18,1,2,61,5,4,0,7,8.79197157,2,2,2.6
1081,21,1,2,61,1.5,1,1,4,8.719588135,2,0,1
1082,20,0,2,61,5,0,0,6,9.044455687,2,0,2.6
1083,18,0,2,61,5,5,1,9,9.584230268,2,0,2
1084,21,1,2,61,1.5,6,1,6,7.919273668,2,3,2.1
1085,18,0,2,61,3,4,0,6,8.793960407,2,2,1.8
1086,32,1,2,61,5,1,1,8,8.745487976,2,0,2.9
1087,20,0,2,61,9,6,1,7,8.328991118,2,0,4.2
1088,23,0,2,61,0.5,0,0,6,7.690268989,2,2,2.2
1089,25,1,2,61,0.5,1,1,7,8.231861754,2,0,1.5
1090,21,1,2,61,5,11,0,6,8.916875056,2,0,2.8
1091,20,1,2,61,3,6,1,5,8.623318994,2,2,2.2
1092,22,1,2,61,5,4,0,8,9.2558105,2,0,2.1
1093,25,1,2,61,1.5,1,1,6,8.290993055,2,1,1.7
1094,18,0,2,61,7,0,0,8,8.367958921,2,1,3.5
1095,18,0,2,61,5,5,1,7,8.510207379,2,3,2.9
1096,80,2,2,61,1.5,6,1,8,8.642640954,2,0,1.3
1097,19,0,2,61,3,4,0,9,8.88521891,2,0,2.5
1098,22,1,2,61,5,1,1,6,9.118830462,2,2,2.2
1099,24,0,2,61,3,6,1,7,8.578738981,2,0,2.5
1100,21,0,2,61,3,0,0,5,8.476416471,2,0,2.8
1101,21,0,2,61,9,1,1,6,9.091664806,2,0,3.5
1102,19,0,2,61,9,11,0,9,8.057153174,2,2,4.4
1103,21,1,2,61,3,6,1,5,8.732548665,2,2,2
1104,21,1,2,61,5,4,0,7,8.882364814,2,1,2.6
1105,21,1,2,61,3,1,1,6,8.648952328,2,3,1.9
1106,21,1,2,61,3,0,0,6,8.648952328,2,3,1.9
1107,21,1,2,61,3,5,1,6,8.648952328,2,3,1.9
1108,22,1,2,61,3,6,1,7,8.597575408,2,1,2.3
1109,24,0,2,61,5,4,0,6,8.672298253,2,2,2.9
1110,25,1,2,61,3,1,1,6,8.684730737,2,2,2
1111,25,1,2,61,3,6,1,6,8.684730737,2,2,2
1112,21,0,2,61,1.5,0,0,5,8.607318248,2,0,1.2
1113,25,0,2,61,3,1,1,6,8.974746895,2,0,1.8
1114,21,0,2,61,3,6,1,7,8.906427992,2,0,1.9
1115,21,0,2,61,9,5,1,6,9.091664806,2,0,3.5
1116,20,1,2,61,3,4,0,6,9.1385914,2,0,1.5
1117,18,1,2,61,9,1,1,5,9.118763378,2,2,3.6
1118,16,1,2,61,3,11,0,8,9.187277197,2,0,1.4
1119,21,0,2,61,5,6,1,8,9.000649238,2,0,2.5
1120,17,0,2,61,3,4,0,8,8.586514011,2,0,2.5
1121,21,2,2,61,1.5,1,1,6,8.715518872,2,0,1
1122,21,1,2,61,3,5,1,6,8.411656561,2,2,2.5
1123,18,0,2,61,3,0,0,8,8.405727523,2,2,2.5
1124,18,1,2,61,5,6,1,7,8.79197157,2,2,2.6
1125,21,0,2,61,9,1,1,6,9.091664806,2,0,3.5
1126,20,1,2,61,7,4,0,5,8.987983551,2,2,3.1
1127,14,0,2,61,3,5,1,4,9.184072807,2,0,1.7
1128,24,0,2,61,5,6,1,5,9.284571912,2,3,2
1129,18,1,2,61,5,0,0,7,8.79197157,2,2,2.6
1130,35,0,2,61,3,11,1,5,9.186409328,2,0,1.5
1131,25,1,2,61,3,1,1,5,8.986786414,2,1,1.7
1132,30,0,2,61,1.5,4,0,8,8.785840629,2,0,1
1133,20,2,2,61,5,6,1,5,9.656729346,2,1,1.7
1134,22,0,2,61,1.5,0,0,6,8.529659179,2,1,1.2
1135,24,1,2,61,3,4,0,5,9.077179657,2,0,1.7
1136,21,1,2,61,3,5,1,4,8.965613466,2,0,2.1
1137,23,0,2,61,1.5,1,1,5,8.421458555,2,1,1.4
1138,18,0,2,61,3,6,1,6,9.083976565,2,0,1.6
1139,52,1,2,61,3,4,0,6,8.920132059,2,0,1.9
1140,29,1,2,61,1.5,11,1,5,8.655051473,2,0,1.1
1141,34,0,2,61,1.5,1,1,7,8.697576751,2,0,1.1
1142,45,0,2,61,1.5,0,0,6,8.715518872,2,0,1
1143,15,0,2,61,7,6,1,7,8.739395404,2,1,3.1
1144,17,0,2,61,5,5,0,6,8.544717622,2,2,3.1
1145,22,0,2,61,3,1,1,8,8.405727523,2,2,2.5
1146,25,1,2,61,3,4,0,6,8.974746895,2,0,1.8
1147,19,0,2,61,9,6,1,8,8.107098444,2,2,4.1
1148,54,1,2,61,1.5,5,1,7,8.697576751,2,0,1.1
1149,21,0,2,61,9,4,0,4,10.07886303,2,2,3
1150,20,0,2,61,5,1,1,5,8.726477543,2,0,3.3
1151,18,1,2,61,5,6,1,6,8.635110866,2,1,3.1
1152,23,0,2,61,7,11,1,7,8.374566424,2,1,3.6
1153,20,1,3,61,13,4,0,8,5,2,0,2
1154,22,0,3,61,7,5,1,7,5,2,2,8
1155,25,1,3,61,6,0,0,8,5,1,0,5
1156,22,0,3,61,6,4,1,6,5,1,1,9
1157,21,1,3,61,14,5,0,8,5,0,1,2
1158,23,0,3,61,9,4,0,7,5,1,0,8
1159,22,0,3,61,4,0,0,8,5,1,0,4
1160,22,1,3,61,18,5,0,3,5,1,1,1
1161,20,1,3,61,8,1,1,8,5,2,0,8
1162,24,1,3,61,4,5,0,6,5,2,0,4
1163,21,1,3,61,8,4,0,6,5,1,1,7
1164,22,0,3,61,6,4,1,6,5,2,1,9
1165,20,1,3,61,8,1,1,8,5,2,1,6
1166,23,0,3,61,6,4,0,7,5,1,0,6
1167,21,1,3,61,3,0,0,8,5,2,0,2
1168,21,1,3,61,20,1,0,8,5,2,0,5
1169,21,1,3,61,17,3,0,8,5,0,1,4
1170,25,1,3,61,19,1,0,6,5,1,0,5
1171,22,1,3,61,18,0,0,8,5,1,1,8
1172,21,0,3,61,19,4,0,6,5,2,2,5
1173,23,1,3,61,20,1,0,4,5,1,1,6
1174,18,0,3,61,10,4,0,8,5,0,2,8
1175,22,1,3,61,5,2,1,6,5,1,1,5
1176,21,1,3,61,4,4,0,8,5,2,0,5
1177,19,1,3,61,8,4,0,6,5,2,0,7
1178,19,1,3,61,8,4,0,6,5,2,0,7
1179,24,0,3,61,1,4,0,8,5,1,0,3
1180,31,1,3,61,3,5,0,8,5,1,0,4
1181,22,1,3,61,6,1,1,6,5,2,0,8
1182,23,1,3,61,5,1,1,7,5,1,2,7
1183,22,1,3,61,10,4,0,5,5,2,0,9
1184,23,0,3,61,5,5,0,7,5,0,4,8
1185,19,1,3,61,8,5,0,4,5,1,1,9
1186,24,1,3,61,7,5,0,7,5,0,4,8
1187,22,1,3,61,4,4,1,6,5,0,3,4
1188,21,0,3,61,3,1,0,7,5,2,1,5
1189,20,0,3,61,8,3,1,9,5,1,0,7
1190,19,1,3,61,6,4,0,7,5,2,0,7
1191,24,1,3,61,5,1,1,6,5,2,1,8
1192,25,0,3,61,6,0,0,8,5,1,1,8
1193,20,1,3,61,7,4,1,5,5,2,0,10
1194,22,1,3,61,15,1,0,8,5,0,2,5
1195,25,1,3,61,4,0,0,6,5,2,0,6
1196,23,1,3,61,5,1,0,4,5,1,0,7
1197,23,1,3,61,4,4,1,8,5,2,0,5
1198,22,1,3,61,5,2,0,8,5,1,0,4
1199,20,1,3,61,10,4,1,2,5,2,4,10
1200,21,0,3,61,4,4,0,7,5,2,1,4
1201,18,0,3,61,2,5,0,8,5,2,0,3
1202,22,0,3,61,16,4,0,8,5,1,1,5
1203,21,1,3,61,8,0,0,5,5,1,0,3
1204,22,1,3,61,4,4,1,7,5,1,2,6
1205,21,1,3,61,5,4,0,6,5,2,1,4
1206,21,1,3,61,15,1,0,8,5,2,0,5
1207,23,1,3,61,4,4,1,8,5,2,0,5
1208,22,1,3,61,5,4,1,6,5,2,0,10000
1209,22,1,3,61,6,1,1,5,5,1,3,9
1210,22,1,3,61,4,4,1,6,5,2,0,8
1211,19,0,3,61,3,4,1,7,5,2,1,4
1212,22,1,3,61,7,3,0,9,5,0,1,6
1213,33,1,3,61,4,0,0,7,5,1,1,3
1214,21,1,3,61,4,4,0,8,5,2,0,8
1215,24,1,3,61,6,0,1,3,5,2,2,8
1216,23,0,3,61,5,1,1,8,5,1,2,8
1217,22,0,3,61,6,1,1,8,5,0,1,7
1218,22,1,3,61,8,2,1,8,5,2,0,7
1219,21,1,3,61,7,5,0,9,5,2,0,5
1220,21,0,3,61,10,1,1,7,5,1,2,9
1221,22,1,3,61,7,4,1,6,5,2,1,9
1222,21,1,3,61,7,1,0,6,5,1,0,6
1223,24,1,3,61,5,1,1,6,5,2,1,6
1224,22,1,3,61,10,1,1,7,5,2,1,9
1225,27,1,3,61,4,0,0,8,5,2,1,4
1226,21,1,3,61,5,1,0,7,5,2,0,1
1227,30,1,3,61,6,1,0,6,5,1,1,7
1228,20,0,3,61,8,4,0,7,5,1,2,7
1229,21,0,3,61,15,1,1,6,5,0,1,10
1230,22,1,3,61,9,0,1,6,5,2,4,9
1231,28,1,3,61,4,0,0,7,5,2,0,3
1232,20,1,3,61,7,5,1,6,5,2,2,9
1233,22,1,3,61,5,2,1,6,5,1,1,5
1234,20,1,3,61,18,2,0,18,5,1,0,15
1235,21,1,3,61,6,4,0,10,5,2,0,6
1236,21,1,3,61,5,4,1,7,5,2,0,8
1237,15,0,3,61,6,4,1,5,5,2,2,8
1238,23,1,3,61,7,4,0,5,5,1,2,9
1239,19,1,3,61,5,1,0,7,5,2,1,4
1240,22,1,3,61,3,4,0,8,5,1,0,7
1241,22,1,3,61,3,0,0,8,5,2,1,3
1242,24,0,3,61,7,4,0,8,5,1,0,4
1243,20,1,3,61,4,1,0,7,5,1,0,2
1244,21,0,3,61,6,1,0,10,5,1,0,2
1245,22,0,3,61,4,4,0,9,5,1,0,2
1246,21,1,3,61,5,4,1,8,5,1,0,3
1247,21,1,3,61,7,0,1,6,5,2,0,7
1248,24,1,3,61,12,0,0,6,5,1,0,7
1249,23,1,3,61,5,4,0,6,5,2,0,8
1250,24,1,3,61,5,1,0,3,5,2,3,7
1251,10,1,3,61,2,1,1,8,5,2,0,7
1252,20,1,3,61,8,1,1,7,5,2,0,8
1253,18,0,3,61,4,1,1,7,2,2,2,7
1254,22,0,3,61,5,1,1,7,1,2,7,2
1255,20,0,3,61,4,2,1,7,3,2,7,3
1256,18,1,3,61,2,2,0,7,1,0,5,1
1257,16,0,2,61,3,0,1,6,3,2,4,6
1258,16,1,2,61,4,3,1,6,7,2,1,7
1259,24,1,3,61,3,3,0,8,3,2,5,9
1260,17,1,2,61,4,2,0,5,9,2,4,6
1261,21,1,3,61,2,2,1,6,6,2,4,9
1262,25,1,3,61,3,2,1,6,6,1,3,2
1263,23,0,3,61,5,0,1,8,9,1,2,8
1264,21,0,3,61,4,2,0,7,6,2,3,2
1265,23,0,3,61,4,2,0,6,2,2,8,7
1266,18,1,3,61,3,2,0,9,1,2,7,4
1267,20,1,3,61,3,2,0,7,1,2,4,3
1268,23,1,3,61,4,0,0,6,2,2,4,6
1269,21,1,3,61,5,0,1,6,10,2,9,4
1270,20,1,3,61,5,3,0,8,1,2,4,4
1271,25,0,3,61,4,1,0,7,7,0,6,7
1272,19,0,3,61,4,1,0,9,2,2,7,2
1273,16,0,3,61,4,0,0,5,10,2,5,7
1274,16,0,3,61,5,0,1,8,3,2,7,3
1275,19,0,3,61,2,4,0,8,1,2,7,8
1276,21,0,3,61,5,1,1,7,6,2,3,2
1277,21,1,3,61,2,1,1,6,1,2,5,6
1278,20,1,3,61,4,1,0,8,7,1,5,1
1279,24,0,3,61,2,1,0,8,4,2,4,6
1280,20,0,3,61,5,4,1,5,9,2,7,6
1281,22,1,3,61,3,1,1,7,6,2,5,7
1282,25,1,3,61,4,1,0,6,8,2,2,1
1283,20,0,3,61,2,0,0,5,3,2,2,1
1284,23,1,3,61,2,2,0,8,10,0,4,9
1285,21,0,3,61,3,2,0,8,5,0,7,7
1286,21,0,3,61,3,2,1,9,7,2,3,6
1287,21,0,3,61,4,3,1,8,10,2,1,3
1288,22,1,3,61,2,4,0,4,1,2,5,1
1289,27,1,1,61,2,1,0,8,9,1,1,2
1290,22,0,3,61,4,2,0,9,3,1,4,2
1291,20,1,3,61,2,2,1,8,2,2,1,8
1292,23,0,3,61,4,2,0,6,2,2,4,5
1293,22,1,3,61,3,3,0,8,7,2,2,5
1294,20,0,3,61,4,2,0,7,9,2,7,3
1295,18,1,3,61,4,4,0,7,4,2,0,5
1296,21,0,3,61,3,4,0,8,10,2,4,8
1297,19,0,3,61,4,3,0,8,3,1,9,3
1298,22,1,3,61,6,0,1,8,6,0,3,9
1299,20,0,3,61,3,0,1,6,5,2,5,1
1300,21,1,3,61,4,0,1,6,6,0,7,5
1301,17,0,2,61,6,0,1,5,10,2,5,4
1302,18,1,3,61,3,0,0,5,5,2,7,7
1303,24,0,3,61,2,0,0,5,9,2,3,8
1304,24,1,3,61,5,4,1,7,2,2,3,3
1305,20,0,3,61,9,0,0,8,5,2,3,2
1306,25,0,3,61,2,2,0,7,2,2,3,6
1307,18,0,3,61,5,2,0,7,7,0,5,6
1308,24,0,3,61,6,1,1,9,2,0,2,6
1309,25,0,3,61,4,2,0,6,9,2,7,6
1310,21,1,3,61,3,0,0,5,8,2,6,3
1311,17,1,2,61,3,2,1,3,10,2,2,7
1312,20,0,3,61,3,2,1,9,7,2,3,4
1313,24,1,3,61,5,2,1,5,7,0,6,2
1314,21,1,3,61,1,2,1,4,4,2,3,4
1315,25,1,3,61,5,3,1,4,5,1,5,1
1316,19,1,3,61,4,1,1,6,1,1,4,4
1317,17,1,2,61,3,1,0,10,8,2,1,3
1318,19,0,3,61,5,2,0,6,1,1,4,4
1319,15,1,0,61,5,3,0,7,2,2,6,5
1320,21,1,3,61,4,2,1,3,7,2,6,8
1321,13,0,0,61,6,1,0,3,7,2,8,7
1322,20,0,3,61,2,2,1,4,7,2,4,3
1323,21,0,3,61,2,4,1,6,8,1,1,1
1324,21,1,3,61,1,4,1,6,7,1,3,4
1325,13,1,0,61,5,3,0,8,6,0,1,6
1326,19,1,3,61,2,4,0,6,9,1,4,9
1327,21,0,3,61,5,4,0,5,4,2,8,4
1328,19,0,3,61,7,0,0,3,4,0,6,8
1329,19,0,3,61,4,3,1,6,5,0,8,5
1330,16,0,2,61,6,2,0,9,7,2,8,2
1331,21,1,3,61,3,4,1,9,10,0,6,3
1332,21,0,3,61,7,4,0,5,5,2,9,3
1333,21,0,3,61,3,4,1,8,9,2,5,9
1334,21,1,3,61,4,2,0,8,5,0,3,7
1335,21,1,3,61,6,2,0,9,6,2,8,2
1336,21,0,3,61,2,2,1,7,5,2,6,6
1337,19,1,3,61,4,2,0,6,4,2,6,2
1338,20,0,3,61,8,0,1,7,3,2,8,6
1339,21,1,3,61,1,4,0,8,6,1,0,1
1340,19,1,3,61,4,3,0,8,7,0,7,9
1341,15,0,0,61,1,2,1,6,9,2,9,8
1342,25,1,3,61,6,0,1,8,1,2,6,6
1343,18,0,3,61,6,2,1,6,5,2,2,2
1344,21,0,3,61,1,1,1,5,4,2,7,7
1345,20,0,3,61,3,1,1,6,1,2,2,3
1346,21,1,3,61,4,2,1,6,2,2,4,2
1347,15,1,0,61,4,2,1,8,1,2,8,3
1348,13,0,0,61,4,1,0,9,2,2,5,8
1349,21,1,3,61,3,0,0,7,2,2,2,8
1350,20,1,3,61,3,0,0,9,1,2,4,4
1351,20,0,3,61,2,4,1,6,8,2,2,6
1352,21,1,3,61,5,2,0,7,7,2,8,5
1353,16,1,2,61,5,2,0,8,4,0,3,4
1354,21,1,3,61,3,0,1,8,3,0,9,8
1355,21,0,3,61,8,0,0,7,1,1,3,9
1356,17,1,2,61,2,2,0,6,6,0,7,8
1357,19,1,3,61,5,1,0,9,2,1,4,4
1358,21,0,3,61,1,1,1,9,4,2,4,8
1359,20,0,3,61,6,2,0,7,6,2,5,8
1360,19,1,3,61,7,4,1,4,2,2,5,2
1361,21,0,3,61,2,2,1,8,3,2,8,3
1362,14,0,0,61,4,4,1,8,6,2,2,3
1363,19,1,3,61,4,0,1,10,8,2,3,9
1364,21,0,3,61,2,1,0,8,5,0,3,8
1365,16,0,2,61,4,1,0,7,6,1,5,1
1366,21,0,2,61,2,1,0,5.5,5,1,0,4
1367,19,1,2,61,4,0,1,5,7,0,0,8
1368,19,1,1,61,6,6,1,4,3,1,1,10
1369,19,0,1,61,8,11,1,7.5,9,1,1,10
1370,20,1,2,61,8.5,6,1,6.5,8,1,1,10
1371,19,0,2,61,4.5,1,1,3.5,4,0,0,9
1372,19,1,2,61,3,1,0,4.5,4,1,0,6
1373,22,0,1,61,1,6,1,6,9,1,1,6
1374,20,0,2,61,6.5,6,1,7.5,6,1,0,10
1375,20,0,0,61,3.5,4,1,11,4,0,1,10
1376,20,1,0,61,1.5,1,0,4.5,4,0,0,3
1377,21,1,1,61,2.5,1,0,7.5,8,1,0,5
1378,25,1,2,61,1.5,11,0,6,6,1,0,3
1379,21,1,2,61,4,6,1,8,3,0,1,10
1380,21,1,2,61,5,6,1,4,6,0,0,10
1381,21,0,2,61,3,6,1,8,5,1,1,10
1382,21,1,2,61,6,6,1,7,4,0,1,10
1383,21,1,2,61,5.5,6,1,8,7,0,1,10
1384,18,0,0,61,4,1,1,6,4,0,0,8
1385,22,1,1,61,10,1,1,6,9,1,1,10
1386,20,1,1,61,3,6,1,9,8,0,1,10
1387,21,1,2,61,12,12,1,7,9,1,1,10
1388,19,0,0,61,9.5,6,1,8.5,10,0,1,10
1389,21,1,1,61,10,6,1,3,2,0,1,10
1390,20,1,0,61,5,6,1,5.5,10,1,0,10
1391,20,1,2,61,7,6,1,11.5,10,1,1,10
1392,20,0,0,61,4,0,1,6.5,5,1,0,8
1393,19,1,1,61,2.5,6,1,3,4,0,1,9
1394,22,1,2,61,6,6,1,7,7,1,1,10
1395,20,0,2,61,2.5,12,0,7.5,6,1,0,5
1396,20,2,0,61,12,4,1,0,10,2,0,10
1397,20,0,2,61,4,1,1,7,3,1,1,10
1398,23,0,2,212,5,1,1,9,9,0,1,10
1399,20,1,2,61,4.5,6,1,8,8,1,1,10
1400,25,0,2,61,3,11,1,6.5,8,1,1,10
1401,16,0,1,61,2,6,1,7.5,10,0,1,8
1402,43,1,0,61,0.5,12,1,4.5,5,0,1,5
1403,17,1,0,61,4,12,1,8,8,0,1,10
1404,24,1,0,61,5,6,1,7,6,1,1,10
1405,20,1,2,61,3.5,12,1,7,7,0,1,10
1406,18,1,2,61,6,6,1,6,3,0,1,10
1407,18,0,2,61,4.5,6,1,6,6,0,1,10
1408,20,0,2,61,4,6,1,6,8,0,0,8
1409,21,1,0,212,2,6,1,7.5,8,1,1,8
1410,20,1,1,61,1.5,6,0,5,2,1,0,3
1411,20,0,2,61,12,6,1,0,1,0,1,10
1412,22,0,2,61,3.5,6,1,8,8,0,0,7
1413,24,0,0,61,3,12,0,7,10,0,0,6
1414,23,0,0,61,4.5,6,1,7,7,0,1,10
1415,21,1,2,61,4,6,1,8,8,1,0,8
1416,20,0,2,212,0,6,0,0,1,0,0,0
1417,23,1,1,61,5.5,6,1,6,1,1,0,10
1418,42,1,1,61,4,6,1,9.5,5,1,1,10
1419,17,1,1,61,4,6,1,8,10,0,0,8
1420,22,0,2,61,8,1,1,8.5,8,0,1,10
1421,20,0,2,61,12,6,1,0,10,2,0,10
1422,17,0,1,61,3,6,0,7,10,1,0,6
1423,17,1,1,61,2.5,6,0,5,6,1,0,5
1424,21,0,1,61,3,6,1,8,8,0,1,10
1425,19,1,1,61,5,6,1,5.5,7,1,0,10
1426,21,1,2,61,5,6,1,8,3,0,0,10
1427,26,1,0,61,3.5,1,1,7,2,0,1,10
1428,20,0,0,61,8.5,1,1,8,8,0,1,10
1429,21,1,2,61,5,6,1,8,10,0,0,10
1430,20,0,2,61,8,6,1,9.5,8,0,1,10
1431,20,1,2,61,9.5,6,1,10,2,0,0,10
1432,25,0,0,61,5,11,1,5.5,4,1,0,10
1433,20,0,0,61,3,6,0,8.5,4,0,0,6
1434,24,1,0,61,9,1,1,8.5,5,1,1,10
1435,53,0,2,61,3,0,0,4.5,5,2,0,6
1436,18,0,1,61,3,6,0,6.5,5,0,0,6
1437,19,1,2,61,9,6,1,8,6,1,1,10
1438,18,1,1,61,3.5,11,1,7.5,6,1,0,7
1439,25,0,0,61,1.5,1,1,5.5,4,1,1,7
1440,30,1,0,61,2.5,11,0,7,7,2,0,5
1441,21,0,0,61,2,12,1,6.5,7,0,1,8
1442,21,0,2,61,3,11,1,8.5,8,0,1,10
1443,92,0,0,212,10,6,1,2,8,0,0,10
1444,19,1,1,61,4.5,6,1,7,3,1,1,10
1445,20,0,2,61,4,1,1,8,9,1,0,8
1446,32,1,0,212,1,0,0,9,4,2,0,2
1447,20,0,0,61,9.5,6,1,9.5,8,0,1,10
1448,21,1,2,61,9.5,6,1,5,7,1,0,10
1449,19,0,0,61,8,6,1,7.5,8,0,0,10
1450,22,0,2,61,7.5,6,1,7,7,0,1,10
1451,24,1,2,61,6.5,6,1,7.5,7,1,0,10
1452,19,1,1,61,2.5,6,1,7.5,4,0,1,9
1453,25,0,2,61,1.5,12,1,5,8,0,1,7
1454,28,1,1,61,4.5,6,1,6.5,5,2,0,9
